hs4	105145875	105279816	hs19	49474207	49486231	color=negative
hs4	105145875	105279816	hs1	158289923	158294774	color=positive
hs20	32358330	32439319	hs3	78597239	79767998	color=positive
hs20	32358330	32439319	hs1	85318481	85578363	color=positive
hs20	32358330	32439319	hs12	12326056	12350242	color=positive
hs4	105145875	105279816	hs12	7729383	7751605	color=positive
hs4	105145875	105279816	hs13	28003274	28100592	color=positive
hs17	76734115	76737333	hs19	51142299	51153526	color=positive
hs17	76734115	76737333	hs19	50723364	50725708	color=positive
hs4	105145875	105279816	hs9	128149071	128153453	color=negative
hs17	76734115	76737333	hs20	1561385	1620061	color=positive
hs4	105145875	105279816	hs19	39731255	39738029	color=negative
